raining,1
limited,1
dynamic,2
knelt,1
yellow,4
fathom,2
four,3
sleep,7
hanging,5
captain,1
hate,5
aggression,2
consider,1
fronts,1
porno,1
fingernails,1
bike,2
slipping,1
under,4
lord,6
sorry,6
pride,1
worth,3
rescue,1
oceans,4
every,38
confederate,2
screaming,1
courageous,1
tagging,1
tickets,1
school,16
sunk,1
skills,1
induction,1
piling,1
frozen,1
oooh,2
venus,2
heading,2
clothes,2
chew,1
force,1
kublai,1
tired,12
fairness,1
feathers,2
horn,1
surrounding,1
second,3
rent,1
emptiness,1
specs,1
shining,2
even,16
strangest,3
hide,43
christ,1
wreck,2
panama,4
lights,5
haze,4
new,16
ever,14
told,11
kicked,1
never,107
stared,10
here,31
socialize,1
met,5
protection,1
china,1
smokin,1
stares,5
excelsior,1
dry,1
kids,2
daughter,1
leaves,4
leaver,1
walkin,1
credit,1
smoke,4
heartbreaker,2
special,1
changes,2
secure,2
feelings,4
offa,1
patience,33
spoil,1
drowned,1
perpetuates,1
swings,1
spoke,3
would,26
arms,16
cannibal,1
music,13
card,1
survive,2
tryin,1
type,3
tell,57
breathe,10
lungs,1
relax,1
brings,3
reign,5
hurt,4
phone,1
warm,3
hole,1
hold,46
must,18
shoot,2
word,21
wore,3
mo,1
work,50
gasoline,30
roof,3
regrets,3
fakin,1
mr,3
altering,1
my,632
triple,1
give,22
india,4
honey,13
fronting,1
loosey,1
want,77
vulnerability,1
keep,21
motion,3
hoe,1
end,16
turn,22
agony,1
song,6
nuts,3
damage,1
how,90
shakin,2
disappear,1
gate,1
badly,1
untill,3
rise,3
beauty,1
mess,7
ladder,30
after,6
vicious,1
wrong,11
lay,8
law,1
headdress,1
hypnotic,1
lou,5
green,1
jungle,2
capitalist,1
things,19
order,32
wind,28
wine,3
emotion,2
deck,1
over,26
jacuzzi,1
dwelling,1
before,18
ima,2
fit,1
somewhere,2
fix,1
christie,5
blackened,1
crew,3
destroyed,3
sickos,1
fade,1
hidden,8
pass,6
then,27
them,14
biding,1
safe,2
collide,2
break,12
band,1
baggage,2
they,65
payback,1
one,59
silver,2
bread,1
shadows,1
explode,3
wooden,1
each,9
went,16
side,8
bone,1
mean,15
lifted,1
nave,1
snakes,1
innocent,1
taught,1
gates,1
forgot,2
dawn,3
blinded,2
driving,10
god,2
motel,5
dime,1
washed,1
forty,1
mason,1
strangers,2
re,6
laid,1
mayday,1
got,188
written,4
little,42
free,12
struggle,1
slammin,1
wanted,7
storm,2
suvs,1
eveything,2
starts,5
days,11
waterfall,1
soda,1
uses,1
shootin,1
loud,30
caught,51
fuckin,2
grownups,1
already,2
wast,1
fantasy,1
spinning,2
chopper,1
comin,8
sober,5
thick,1
top,8
hawks,2
girls,3
twisted,2
rone,1
too,97
hustlin,1
john,13
bitter,1
listen,4
tec,6
collapse,1
canned,1
took,5
wisdom,1
nirvana,1
wrapped,1
bringin,1
sincerity,1
crawl,5
stocking,2
begins,3
distance,5
rampage,1
bits,1
tree,2
matter,7
guilt,2
iron,1
devious,1
feeling,11
bridge,1
fashion,1
ran,2
modern,1
mind,63
mine,62
raw,1
rat,1
shell,3
seen,9
seem,5
magnified,1
seek,1
tells,1
eels,2
hood,1
sterile,1
genuine,1
chest,1
subjects,1
circles,2
blue,7
exactly,1
though,7
doin,2
mouth,2
letter,1
jumpin,1
tibetan,1
grave,8
dummy,4
doo,6
cops,3
incomplete,3
dog,3
freeway,3
reputation,1
scream,63
came,9
saying,11
bomb,1
bonnie,5
ending,1
deuce,2
poison,1
lethal,1
earth,5
sharks,32
orleans,1
touches,3
spite,1
situations,1
explain,5
folded,1
bust,1
mens,7
deepest,1
rich,1
folks,2
wearing,2
do,92
di,4
stop,12
dc,1
da,1
criticized,2
spirit,1
despite,1
ben,1
nasty,2
saturn,1
bar,1
spilling,1
fields,1
disco,1
twice,2
bad,6
ruins,1
ears,3
human,2
fair,1
testing,1
ballers,1
gaye,1
cattle,1
tortured,3
best,2
said,31
temptation,2
sorta,5
away,70
shaved,2
sorts,1
discipline,1
we,126
men,2
loves,4
extend,1
rims,1
rolled,2
weak,2
dedication,1
news,1
kitchen,1
pity,1
protect,4
beck,1
country,11
ill,144
conclusions,2
against,3
amazing,2
players,1
games,3
lookin,3
faces,5
argue,2
asked,1
pursuit,1
pulleys,1
oooooooooooo,2
confide,1
smuggler,1
darlin,39
loaded,3
trust,1
heals,1
speak,1
yellowed,1
puts,2
eager,1
been,55
drafting,1
beep,2
submarine,2
beer,2
much,108
expected,1
lovely,1
leech,1
threw,1
obese,1
life,113
families,1
deeper,3
spit,1
sunshine,2
shoutin,3
moneys,1
sycophants,1
child,5
catch,4
voices,3
mcs,1
tonight,38
east,1
tank,1
dissect,1
air,9
aim,1
ugly,6
near,4
comfortably,1
dashboard,1
cracked,1
voice,31
k,1
nows,1
seven,1
changed,1
played,1
is,323
it,514
tease,1
shame,5
cant,99
erect,1
im,287
in,340
conditioner,2
id,22
trusted,1
if,164
suggest,5
make,180
wound,3
greengrass,1
beside,4
harmony,2
babies,2
sat,3
satellite,2
misery,1
hang,1
rain,10
hand,10
fuse,1
kin,2
thoughts,4
kid,5
butter,5
kept,3
romp,1
youre,161
suffering,2
ocean,3
contact,1
mother,2
hearts,5
the,1013
smoked,1
yours,3
tha,1
left,29
just,175
gods,1
sleepy,1
overcoming,1
disguise,1
victim,2
facts,1
yes,7
yet,7
hills,2
bevan,1
cherry,2
ease,3
had,26
ooooh,1
spread,4
easy,14
pitiful,33
has,14
gave,6
shoulder,1
casting,1
breaks,5
cultural,1
performance,1
shadow,2
unique,1
dreams,12
apart,2
desire,1
brought,1
theyre,21
stained,1
night,29
hung,1
right,35
old,7
deal,1
people,8
deaf,1
somehow,32
dead,5
born,5
everbody,1
escape,1
dear,1
jeffery,1
enemies,1
chorus,13
for,238
purple,1
daddy,1
gooch,1
ice,1
everything,17
summoned,1
denied,39
cnn,1
foo,1
christmas,12
core,1
meanings,1
burn,35
jester,5
losing,2
eye,9
bury,1
nothings,2
cowboy,5
months,1
choke,1
surround,1
grown,1
match,1
whats,10
presence,3
obscene,4
down,224
slurp,1
sos,1
wrap,2
stall,2
stumble,4
rely,1
flying,1
sunlight,1
fight,10
absolutely,3
way,117
call,14
was,103
war,5
happy,2
head,26
offer,1
fascination,1
heal,2
analyse,1
lawn,1
mysterious,1
hear,44
surrender,1
true,10
tremeloes,1
bargain,1
until,2
whiskey,1
adore,40
mustering,1
molehills,1
gather,1
proved,1
fury,1
locust,1
diamond,11
exist,1
promised,3
prayer,1
shines,1
tooth,1
check,3
shit,8
pipe,1
faithful,1
dying,7
floor,4
marys,2
tip,1
vanishes,1
reality,1
til,2
setting,1
holding,8
test,6
intrusions,2
vanished,1
smell,3
roll,12
picture,1
brothers,1
surprise,2
welcome,2
miscellaneous,1
diet,1
rappers,1
class,1
fell,3
rolling,3
died,2
younger,3
puss,1
fastened,1
faster,4
glass,2
together,17
time,116
push,6
dust,2
songs,2
gown,1
rom,1
dance,2
souls,3
leads,1
mile,2
skin,3
battle,1
chair,1
milk,1
bitchin,1
suicide,1
depend,1
zone,2
countdown,1
finally,8
negativity,2
rhythm,2
retreat,1
me,439
advantage,1
welling,1
fleece,1
choice,31
vegas,1
tanks,1
stays,2
locked,5
trouble,3
blast,1
minute,2
room,12
din,20
beating,2
clouds,1
tear,3
die,11
peeps,2
gun,3
leave,9
settle,1
gut,1
quick,9
guy,2
round,9
yall,2
dis,1
shave,1
blade,4
says,10
meadow,1
sigh,2
sign,3
invaded,1
cost,1
substitute,2
drinks,3
appear,1
heres,2
remain,1
brink,2
goes,5
shared,1
falling,15
freaky,1
filled,4
satisfy,1
blunted,1
slaying,1
ridin,1
french,1
water,5
yards,4
crippled,1
alone,25
suckers,2
along,4
change,4
wait,5
box,1
boy,7
trial,1
redemption,1
flames,1
brummels,1
pearls,1
jay,1
guilty,4
bow,1
sharpening,1
chemical,2
bob,2
bruised,1
inexpressive,1
love,261
bloods,1
marked,1
fake,8
rarely,4
market,1
everybody,15
russell,1
working,3
prove,2
angry,3
nickels,1
wrongs,1
live,69
memory,2
today,12
scratched,1
club,1
laughs,2
acceptable,2
ooh,4
chocolate,4
downtown,1
drown,1
rigid,2
cases,2
fly,2
anything,1
niggas,8
car,4
pretend,2
soul,208
niggaz,3
cat,3
flagship,1
judy,4
drags,1
can,193
stature,1
believed,2
making,12
arrive,4
stimulating,1
heart,19
dedicated,1
popup,1
fuck,8
heard,1
tinted,1
chin,1
dropped,1
phrase,1
counting,2
stole,4
pink,3
mole,1
discussion,1
means,10
soiling,32
pine,1
lounge,1
alway,1
sunday,5
pure,2
axis,1
divides,2
cavin,2
explorer,1
may,9
sacrifice,2
blame,5
cease,2
crashed,1
mac,2
pave,1
date,1
such,15
suck,1
guys,1
grow,2
man,32
stress,1
remember,6
whenever,1
maybe,3
rollin,1
st,1
quakertown,1
nosed,2
so,222
silence,3
tall,1
pulled,1
talk,8
displayed,1
flips,1
years,3
brain,15
shake,1
congregating,1
cold,8
still,20
worship,3
limbs,1
police,1
thank,2
faults,1
torn,3
hot,6
window,4
suffocate,5
stroll,1
troubled,1
bombs,1
happened,7
lonely,8
nod,1
conversations,1
bein,1
bashful,2
nation,1
underneath,3
adrenaline,1
half,6
not,73
now,152
bullshit,2
wont,26
term,1
equality,1
name,10
streaks,1
lies,36
clutch,5
drop,5
possibilities,1
rock,6
veins,4
entirely,1
em,22
fired,2
yeah,54
blanks,1
farewell,1
begun,2
year,3
girl,67
worried,2
pills,1
album,1
living,7
opened,2
space,6
astray,1
tingly,1
looking,11
miles,1
dutch,1
correct,1
monster,3
cars,1
million,2
pumping,1
quite,5
plea,1
gots,2
obligation,1
forbids,1
care,9
underwear,1
punk,2
wanderers,1
thing,34
funky,4
place,19
silently,1
invitation,1
lighting,1
think,41
waited,5
first,7
blind,6
cheese,2
saving,1
lone,3
yourself,3
insist,1
simplified,1
long,17
corporations,1
sounds,1
open,4
tomorrow,5
sheep,1
city,4
given,2
stifles,1
checked,1
silent,2
bite,1
anyone,1
white,1
structures,1
friend,10
eyes,66
starfish,1
that,218
thieving,1
universe,1
released,1
eyed,1
fooled,6
junkyard,1
copy,1
than,21
gotta,11
coats,1
future,2
were,47
cards,2
and,661
angel,3
remained,1
seal,1
turned,6
alley,1
sad,5
winding,1
say,52
buried,2
sells,1
saw,6
any,13
superman,1
prosperity,1
burnin,1
cigarettes,1
ideas,1
note,2
take,98
roadside,8
wanting,1
rages,1
cardboard,1
towers,1
begin,3
sure,12
pain,41
goodbye,4
trace,1
infiltrators,1
track,3
price,1
knew,7
pair,3
knee,1
forever,9
proud,1
steady,30
drive,4
romper,1
funkiest,24
shop,2
walking,7
shot,7
show,52
cheap,4
friction,1
fifty,4
elevate,1
bright,1
shoe,1
corner,1
mister,1
ground,11
aint,53
slow,5
dice,1
stormy,3
dick,1
enough,13
piranha,1
only,36
going,25
black,3
thankful,2
intercontinental,2
clank,1
get,73
explosions,2
stomp,1
balconies,2
baghdad,2
cannot,6
nearly,4
celebrate,1
freaking,1
ducking,1
pimp,1
morning,9
naked,1
stupid,5
countrysides,1
through,42
where,48
inside,123
vision,1
ignored,1
temperance,32
raged,2
blurred,1
asleep,2
hoes,3
wonder,18
ways,4
ornament,1
commitments,1
boundaries,1
outside,12
between,9
cancers,1
reading,1
across,1
forsake,1
notice,1
parental,1
marvin,1
faded,2
killing,5
guitar,8
reigns,1
hurts,1
come,64
busting,1
mans,1
mona,1
many,5
quiet,3
s,3
spare,1
wheels,1
comes,9
among,1
madness,1
merry,2
jeans,3
promises,4
pop,2
expectations,1
satisfaction,1
cancel,1
ordered,1
boat,2
better,11
lifes,4
collides,1
west,4
crossfire,2
mark,1
breath,5
motives,1
hardly,1
mary,1
wants,5
direction,2
thousand,6
homely,2
majestic,6
wake,5
stems,32
foggy,1
hardcore,1
weeks,1
those,13
countless,1
runnin,119
myself,56
these,26
trick,5
sometime,1
spotlight,1
ive,87
brow,3
coffee,2
bros,5
sleeping,3
middle,1
good,37
minds,2
ship,1
different,5
doctor,1
thinkin,1
same,46
russells,3
followers,1
pah,8
struggling,1
week,2
visually,1
oil,1
sickness,2
arctic,1
bumpin,1
scientist,1
bulletproof,1
running,11
changing,4
slicing,32
no,120
nothin,41
without,12
bottle,2
very,9
model,1
bodies,2
justify,4
summer,1
being,3
money,5
neon,1
wreaks,2
rest,2
ch,3
kill,4
touch,47
n,2
speed,1
captured,33
blow,10
death,44
deceiving,1
excuses,1
thinking,3
seems,43
lets,13
engulfed,4
flashing,1
skies,1
styles,1
hover,1
frown,1
rules,4
docks,3
gonna,109
dark,3
traffic,5
ants,2
listening,1
world,27
railroad,1
cd,1
lady,7
bravery,1
ruled,2
stranger,1
unshorn,1
lightning,1
facing,1
either,1
fully,1
sharp,1
doll,2
pronounce,1
competition,1
cellar,2
playin,2
slice,1
memories,32
moon,2
exit,1
hustla,1
knife,1
severed,1
felt,4
power,6
slaughter,1
broken,5
drums,2
throwback,1
bona,1
on,246
stone,3
ol,5
preoccupied,4
oi,3
oh,49
of,264
cares,3
meaning,6
becky,1
johnnys,2
stand,9
mixed,2
unpacks,2
lasting,2
or,33
road,6
teddy,2
ladies,10
burning,2
communication,1
youd,3
accounts,1
strip,2
happening,2
yous,1
your,402
stare,7
her,97
hes,7
there,44
hey,17
fates,2
start,4
cats,8
low,1
stars,4
house,9
inklings,1
trying,10
with,132
longer,7
pull,2
woman,10
rage,1
doobie,1
tellin,1
esteem,2
dirty,1
clear,1
strongly,1
gone,44
taylor,1
johnny,4
taste,2
ah,3
describe,2
am,17
deep,202
an,30
as,52
at,74
walks,2
aces,1
moves,2
fill,2
again,22
heather,8
rubbed,1
rubber,1
tight,4
someones,2
you,847
incomprehensible,5
paddy,3
poor,11
midair,1
lovers,1
bullets,3
peak,10
pool,1
building,1
suppertime,5
calls,3
sobbing,1
tricks,2
hello,2
moonlight,1
u,1
alright,7
resolution,2
represent,1
all,164
looped,1
liar,1
forget,6
caused,1
dollar,1
month,1
unrest,1
commute,1
suspected,1
talks,7
follow,1
decisions,1
children,1
shattered,3
catastrophe,33
hunting,1
tv,3
laughing,1
to,748
tail,1
smile,6
crest,1
sound,2
belonging,1
mornin,1
worse,2
lakewood,1
sitting,4
far,55
bubbled,1
fat,2
coloured,1
worst,2
minded,1
fall,13
difference,2
parked,1
heaven,3
list,1
reminding,2
sand,1
undone,1
liars,1
small,2
lisa,1
louie,1
flick,1
ten,2
streets,4
past,3
zero,1
further,5
what,119
stood,1
darkness,2
clock,3
sun,11
wrecked,1
caffeine,1
emotions,3
holy,12
sup,2
learned,4
racing,2
guns,1
tattoos,1
full,6
loose,3
raked,1
answers,1
revenge,1
hours,3
trunk,2
strong,4
tragedy,2
flowery,1
ahead,1
whirlwind,1
experience,1
pick,6
action,2
luck,1
sticking,2
family,2
anthill,2
ask,5
indoors,1
khan,1
takes,4
composure,32
two,15
morn,1
taken,2
raft,2
branded,7
sincere,2
minor,1
more,34
flat,4
unlearned,1
door,17
knows,10
doop,15
immersion,1
mire,1
flag,3
stick,3
broke,7
known,4
factories,1
glad,2
town,10
jim,1
keeping,3
hour,3
shorties,1
nono,1
dew,3
mall,3
den,1
learn,3
embrace,1
male,1
history,2
beautiful,2
compare,1
lives,5
galleries,32
share,1
autumn,3
pushed,2
sense,1
cows,1
pond,1
firmly,1
needs,18
jerk,2
drained,1
rather,7
breaking,2
stayed,1
everyday,2
maps,1
extinguished,1
stayer,1
okay,5
tried,6
advice,1
plane,2
conveniences,1
blood,9
numb,2
coming,10
a,525
refuse,1
criticize,2
morphine,5
onto,2
somebodies,1
rowdy,5
coal,6
shore,1
fundamental,1
pleasure,1
dream,5
playing,1
help,8
stains,1
soon,11
trade,1
held,1
isnt,3
industrial,6
dough,1
signs,2
hell,7
mandolins,2
cheated,1
avenue,1
its,171
roots,1
messed,4
style,2
pens,1
lipped,1
late,7
absence,2
mistakenly,2
speech,1
bout,6
cool,8
might,20
landlord,1
dolls,1
fool,13
someone,25
somebody,5
yo,9
ya,118
socially,2
underground,2
walls,5
moaning,1
sweeping,1
complain,3
easily,2
huddle,1
likeness,32
everytime,2
always,12
did,12
stopped,2
found,14
friendship,5
button,1
mercy,1
heavy,1
reactions,2
everyone,12
bends,2
weight,1
generation,2
colder,1
throwin,1
hard,6
idea,1
ballistics,2
brother,1
expect,1
fist,2
blues,2
really,12
perry,1
missed,4
childish,1
since,9
hill,1
paradise,8
darling,2
issue,1
ass,4
strain,1
dirt,2
upon,2
porcelain,32
team,1
story,1
mmm,3
houses,1
reason,5
imagine,4
put,8
weed,4
golly,6
thread,1
tenets,1
heartbeat,1
blush,1
fallen,1
knots,1
major,1
dont,220
slipped,2
feel,52
relate,1
number,2
fancy,2
feet,8
fucked,1
done,13
blank,4
mist,1
miss,10
rents,1
passes,1
guess,5
heads,2
jet,1
leading,1
iller,1
flimsy,1
station,2
passed,3
folds,1
mama,13
hundred,4
store,2
pipelines,1
pains,1
behind,5
exploded,1
mentality,1
part,3
boredom,1
believe,17
grace,7
king,3
kind,4
legs,1
rappin,1
bag,2
horizons,1
miseries,1
grey,1
vocal,2
youth,3
greg,1
stalk,1
supposed,3
kindle,1
toe,4
tongues,5
breakneck,1
outta,4
gals,5
wasnt,4
honeys,2
juice,1
rewards,2
concentration,1
sell,9
lie,9
nights,2
built,5
dancing,1
trance,1
trapped,4
lit,1
also,1
breeze,4
build,1
play,11
reach,3
plat,1
react,5
most,4
hired,1
plan,4
nothing,26
seasons,2
wastes,1
mack,5
oyster,1
noone,1
sometimes,3
cover,2
barred,1
clean,7
charged,3
lying,1
telecaster,2
scattered,2
wasted,1
heavens,1
fine,10
find,38
sayin,2
ruin,1
less,1
failed,2
wayne,3
pretty,7
fiend,5
reap,2
his,36
hit,11
gains,1
ungrateful,1
bend,2
beams,1
trees,2
resent,1
feels,37
pretending,1
compass,2
silk,1
him,7
catches,2
spikes,1
showed,10
cry,33
xanadu,1
x,11
river,118
wrote,4
insane,1
set,5
art,1
devils,1
around,38
sex,2
see,163
bare,1
are,72
sea,5
cleverly,2
close,12
arm,2
pictures,1
please,14
case,1
won,1
flame,1
burned,2
uncanny,1
latin,1
unconscious,1
missing,3
silicone,1
attention,8
succeed,1
betrayed,1
encapsulate,1
lyrical,1
both,4
last,13
reverse,1
secrets,1
foreign,1
megs,1
annie,1
forgotten,2
whole,5
guts,1
drunk,1
reasons,1
sweet,23
deceit,1
tennessee,2
simply,2
village,2
openness,1
patiently,2
cream,3
raise,1
create,1
verse,4
whos,11
hitting,3
rivals,1
secret,2
dropping,1
damn,34
collected,1
brick,3
territory,1
ides,1
empty,5
resting,2
ram,1
flight,3
passengers,1
fire,5
paddles,1
gap,1
awake,2
liver,1
temperament,32
rocking,5
creases,3
funk,5
homeground,1
stolen,1
look,28
solid,1
straight,2
rope,5
pace,2
while,6
mainframe,4
replaced,1
smart,1
fun,11
kissing,2
guide,2
lingo,1
theres,62
real,12
pound,1
hoping,2
everywhere,6
demon,1
rip,1
ducks,1
reads,1
vow,2
owes,1
ready,27
chase,1
funny,2
anymore,6
james,110
read,2
delicious,1
peoples,1
higher,1
used,6
mountain,2
flooded,1
yesterday,2
moment,4
strength,2
moving,7
user,1
uneasily,1
sandals,2
sweating,1
early,15
older,1
spent,4
double,1
person,1
edge,2
spend,2
mom,2
skag,2
billboard,10
shape,3
questions,1
using,1
dishonesty,1
letting,1
cut,4
illusions,2
cup,1
blankets,1
workers,2
havin,1
parents,1
kites,1
crying,4
easter,1
elves,1
shove,2
march,2
big,45
bid,1
sittin,7
lovin,4
game,16
spittin,1
bit,3
awaken,2
wings,4
knock,2
inviting,1
message,1
ignore,2
aggravation,1
sleigh,2
foolish,2
spins,1
often,4
fucking,2
spring,2
pals,10
some,30
back,43
bounce,1
lips,9
clown,1
sight,1
candle,1
ourselves,1
boogers,1
shall,3
quickly,4
pen,3
sported,1
tends,1
forgets,5
minimal,1
nose,1
be,291
run,4
juju,1
step,10
nowhere,5
santa,2
become,8
subtract,1
by,43
shine,4
faith,2
wouldnt,44
tortuous,1
dismantle,1
sacrament,32
lifeless,32
ounce,1
beans,5
breasted,1
wanna,80
block,4
miracles,1
seeing,1
into,30
within,2
because,23
lesson,1
next,1
rows,1
spending,1
bores,1
fast,1
suit,3
forward,3
opens,30
mountains,5
pedestals,32
copped,1
wnt,1
boyz,1
line,28
dull,2
deployed,1
fades,1
fader,1
partitioning,32
pickers,2
fries,3
up,133
us,24
lords,1
erase,1
uh,2
planes,1
fried,3
groove,2
called,4
freak,1
stripped,1
single,13
cure,2
evening,7
necks,1
home,29
dragging,1
phantom,1
sunken,1
rains,4
peace,5
backs,1
bubblegum,3
afford,2
naw,2
nice,4
smiles,2
elements,32
problems,1
prepared,1
drag,1
allowing,1
smiled,1
ago,2
land,4
blinks,1
holes,1
walked,2
weights,1
karma,2
ignorant,1
holed,1
having,3
once,4
existing,1
baby,56
go,75
chillin,1
seemed,2
young,3
shackled,2
sent,1
virtuous,32
wished,1
mainstream,3
torture,1
fishnet,1
wave,2
passin,3
yourselves,1
harlot,1
entire,1
announcing,2
meant,1
notes,2
gettin,1
try,26
race,3
havent,1
bleeding,2
sensation,1
boots,1
waking,1
jump,3
picked,2
decrees,1
poke,1
plays,1
business,1
giving,7
tuesdays,9
waiting,13
unreal,2
poles,1
playa,1
tailbacks,3
harassing,1
body,3
lessons,2
led,1
gathered,1
commercial,2
growing,1
let,49
sink,3
others,2
sing,6
fifteen,2
great,2
toast,2
leaving,16
implement,32
makes,10
honor,1
thats,22
shovel,1
depths,1
admired,1
win,2
charge,1
shoved,8
crazy,49
wit,1
singing,1
cloud,3
standing,3
strapped,1
fed,1
from,70
remains,1
throw,6
few,3
doubt,6
save,12
d,10
cheeks,5
possession,1
babe,2
started,3
becomes,1
infection,1
dripping,1
trail,1
train,11
losin,2
gladly,1
balls,2
animals,1
wearin,2
locks,1
this,174
ride,6
when,141
pour,1
anywhere,1
crossed,2
thin,1
praise,2
freedom,1
meet,13
drops,4
didnt,23
proof,1
control,5
pawn,1
lock,2
rode,1
tay,1
pieces,7
high,5
weve,6
something,23
slip,2
tah,1
scrounging,1
native,1
summers,1
sidewalks,1
shuffles,1
sin,2
itsa,78
tension,3
buildings,2
watch,6
waters,1
act,14
tied,3
ow,4
discomfort,1
ties,1
pocket,1
light,40
lines,4
remedy,30
budge,1
honestly,1
addiction,1
standin,1
beauties,1
move,5
looks,2
slidin,2
perfect,3
write,2
complicate,1
till,12
chosen,2
li,1
meantime,4
thieves,1
choose,4
orange,2
covered,1
criminal,1
dad,2
impervious,1
later,1
surrounds,5
spell,2
flew,1
untouchable,1
kiss,7
hands,6
front,3
day,32
worlds,1
masters,1
blindfolded,1
slide,5
rockets,1
trap,2
truth,10
disregard,3
beneath,1
bills,2
traces,2
glasses,1
profile,1
quivered,1
doing,5
dreaming,1
winked,1
society,1
books,3
thirteen,6
measure,3
our,35
starkness,1
popping,1
out,58
somethings,6
occupied,1
playground,1
honorable,1
cause,77
blasting,1
red,11
shut,3
wallpaper,1
pours,1
spot,2
molly,8
surely,1
rejoice,1
princess,1
drowning,1
prepare,2
steal,2
could,41
timer,1
times,4
conversation,1
cradle,3
davis,1
repeats,1
mad,2
powerful,2
scene,6
jesus,4
bitch,4
blows,1
peters,1
tablecloth,1
unknown,1
seat,2
system,1
their,15
attack,1
doesnt,6
liquor,1
cabin,1
lemonade,2
lot,3
nobody,11
regards,1
overwhelming,1
herself,2
steel,2
babys,10
confortable,1
bother,2
riches,1
depends,39
bed,9
bee,1
reproduction,1
lover,3
dumb,3
devotion,1
beggar,1
reminders,1
tide,1
buy,6
defending,1
have,86
need,24
clearly,1
bastard,1
afraid,32
dishes,1
mic,1
able,1
homeboy,1
which,3
lily,1
brand,2
aww,2
who,36
eight,1
demise,1
awe,1
why,15
clasp,1
deny,1
stranded,2
stronger,3
questioned,2
face,26
looked,8
lots,1
indo,1
anyway,4
bring,2
seaweed,1
slippin,1
fear,6
pleased,1
staff,2
o,3
highest,32
dandruff,1
knowledge,1
earned,1
jar,1
should,7
loudermilk,10
tape,1
fuel,1
riding,1
local,1
hope,4
photographs,2
rumbo,1
handle,1
listened,1
watching,18
beat,10
beau,1
dope,3
bear,2
listener,1
beam,1
ones,8
words,21
ghetto,1
smash,7
shy,31
married,1
calling,3
comics,1
stuff,1
she,79
dangerous,1
grab,12
gibson,1
view,1
treacle,1
frame,2
orphan,1
daffodils,1
gutters,2
packed,23
awaits,1
closer,5
wire,1
superhero,2
playaz,1
closet,1
pattern,1
xray,2
state,1
supernatural,2
closed,1
horrible,1
progress,1
boundary,1
youll,25
ends,1
nashville,16
joy,4
sorrow,1
deliver,1
ignorance,1
kicking,1
job,1
key,3
optional,1
garden,1
staring,4
hits,2
drum,5
taking,5
la,1
drug,4
admit,1
grain,1
passing,2
vent,2
compromising,1
wall,7
denim,5
makin,2
walk,16
laugh,19
cousin,1
kings,1
arbitrary,1
responds,1
reindeer,2
slowly,4
certain,1
poet,1
waste,6
faced,2
nickel,1
painted,1
moved,4
caddy,1
cos,6
tenderly,1
tense,1
hateful,1
smoking,1
digger,1
present,2
coals,1
oversee,3
will,35
thou,1
fault,40
wild,3
coz,3
ringing,1
almost,4
surface,1
incense,2
bloodless,1
sits,1
watchful,3
shooting,2
began,1
moms,1
another,20
strange,8
speaker,1
flower,1
digging,1
units,1
party,11
gets,4
fide,1
parthenon,2
ball,11
slave,37
zorro,1
drink,6
disagree,1
sauna,1
spitting,1
sisters,1
pedal,1
feelin,1
identity,1
destruction,1
off,19
i,1181
colour,1
well,53
thought,14
sets,1
position,10
drawing,1
realised,3
stout,1
cried,2
flesh,1
moments,6
ambition,1
mistaken,2
cries,2
mistakes,1
happiness,1
wed,1
point,3
sky,12
morbidly,1
realize,1
simple,2
add,2
book,6
citizen,1
hurry,2
kick,2
fate,2
complicity,1
fairies,2
five,1
know,225
desk,1
clippings,1
tick,3
fleas,1
like,89
lost,18
starry,1
ring,13
leatherwood,2
candy,5
feigned,32
lose,8
nerves,1
works,1
page,1
wonders,2
nigga,5
glare,6
shabby,1
scared,1
searching,1
alive,8
self,2
hair,1
escalade,1
daylight,3
almonds,1
shes,26
ablaze,1
happens,1
leaf,1
lead,7
avoid,1
lean,2
mines,1
floss,1
does,6
passion,1
fanny,1
blurry,4
blowing,2
reaching,1
drift,1
expansion,1
paper,1
uptight,1
choked,2
hiding,2
about,23
rare,1
asks,1
getting,10
shaking,2
spilled,2
ingest,1
carries,1
seeds,32
sweat,1
urges,2
tongue,3
diabolical,1
irishman,1
stakes,1
theys,2
turtle,1
own,9
childrens,1
wilderness,2
keeps,1
primal,2
due,1
screamed,1
weather,2
promise,1
tiny,1
lune,1
roads,1
couldnt,9
dug,1
ridge,1
cinderella,2
spiral,1
noticed,1
trigger,1
frustration,8
maze,3
breeding,1
goin,2
naturally,1
jugular,1
bus,1
bitches,1
but,144
ho,5
ha,7
memphis,4
eat,4
he,47
count,7
made,22
glory,1
chained,1
wish,10
flip,1
distract,2
volvo,2
record,2
below,1
convince,3
stories,1
problem,3
piece,2
minutes,1
jenny,1
recognize,1
penny,1
kisses,2
topless,1
beats,1
manifesto,1
ink,2
ine,1
kissed,1
happen,1
dressed,2
surreal,1
other,11
wipes,1
sick,4
granite,1
talkin,6
ponytail,1
repeat,1
star,2
june,1
stay,13
chance,3
kinda,2
else,9
friends,11
dolphins,1
caper,1
jewel,1
searched,1
determination,1
jivin,1
confess,1
